Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
IDDLNTM41.A_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00038077799220367524)	(15, 0.0007573716108666506)	(20, 0.0030001958286817046)	(25, 0.09850015314807159)	(30, 0.8470301827232237)	(35, 2.3992737601282763)	(40, 3.945048296039407)	(45, 6.289858250161935)	(50, 8.062032500866165)	(55, 10.408499466910811)	(60, 12.282705482031464)	(65, 14.701285941676527)	(70, 16.586203953061375)	(75, 18.998984870979026)	(80, 20.8472435857738)	(85, 23.20916344330425)	(90, 25.07218044357707)	(95, 27.388637082587813)	(100, 29.24627716286084)	(105, 31.487607559321862)	(110, 33.344096936871196)	(115, 35.43326258952467)	(120, 37.242008264974615)	(125, 39.17346069450558)	(130, 40.931642400089714)	(135, 42.735852214621545)	(140, 43.8729055118242)
IDDLNTM41.A_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0002719842801454823)	(4, 0.0005648904279944632)	(5, 0.0013599214007274116)	(6, 0.0015272963423554006)	(7, 0.002092186770349864)	(8, 0.002364171050495346)	(9, 0.002719842801454823)	(10, 0.007653219205939803)	(15, 0.012385745680471193)	(20, 0.01596338505776946)	(25, 0.01937364949343974)	(30, 0.023269301259831187)	(35, 0.027378356076798317)	(40, 0.03676390592858781)	(45, 0.047622355266703595)	(50, 0.052974169025258554)	(55, 0.05903314191219176)	(60, 0.07002130683006924)	(65, 0.08162875903197028)	(70, 0.08865013783326443)	(75, 0.17555957627359775)	(80, 0.5242810827819724)	(85, 1.152753066727368)	(90, 2.107447180652796)	(95, 3.437805982315164)	(100, 5.142138984804029)	(105, 7.130871303733633)	(110, 9.206199233088018)	(115, 11.321851970254126)	(120, 13.420679341413077)	(125, 15.51636424804297)	(130, 17.58119776855728)	(135, 19.724592902298223)	(140, 20.877094906613152)
IDDLNTM41.A_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00038077799220367524)	(15, 0.0007490028637852512)	(20, 0.0030755145524142997)	(25, 0.10031198689119458)	(30, 0.8716928803721078)	(35, 2.471847534818172)	(40, 4.061583099147894)	(45, 6.46043423754856)	(50, 8.266221560905231)	(55, 10.653293687788826)	(60, 12.545358609181184)	(65, 14.990229487782466)	(70, 16.894496042419505)	(75, 19.311440412010157)	(80, 21.137773009451664)	(85, 23.46978296491319)	(90, 25.31687005511657)	(95, 27.634293284415218)	(100, 29.489820256050184)	(105, 31.72380707694728)	(110, 33.5511690302798)	(115, 35.60891840638971)	(120, 37.376381052487105)	(125, 39.272496447466864)	(130, 40.98707279638336)	(135, 42.741681046963734)	(140, 43.82710754342124)
IDDLNTM41.A_R2 - polyg	(1, 0.2135913473850176)	(2, 0.21739912730705435)	(3, 0.21951223594510771)	(4, 0.22196009446641707)	(5, 0.2257260306530468)	(6, 0.22790190489421067)	(7, 0.230475294621741)	(8, 0.2321699659057244)	(9, 0.23405293399903926)	(10, 0.24041736615444353)	(15, 0.24742619183511558)	(20, 0.2519955277415597)	(25, 0.25589117950795115)	(30, 0.2593181814377842)	(35, 0.26261965216139627)	(40, 0.26578722293170604)	(45, 0.26905940304053316)	(50, 0.2727625736240525)	(55, 0.2756163163788096)	(60, 0.2785035341218925)	(65, 0.2811103988377484)	(70, 0.2838971916158544)	(75, 0.2866923531410418)	(80, 0.28935361471292687)	(85, 0.29228686056495745)	(90, 0.29497741275162725)	(95, 0.2984044146814604)	(100, 0.32635184555979385)	(105, 0.8516706529798599)	(110, 2.236790351169365)	(115, 3.8273125777247388)	(120, 6.102285337452988)	(125, 8.131593526606759)	(130, 10.479981120106585)	(135, 12.584758670440412)	(140, 13.922184879013024)
IDDLNTM41.B_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 3.5696730572143626e-05)	(10, 0.00042122142075129486)	(15, 0.0006925165730995864)	(20, 0.0024130989866769093)	(25, 0.09855867310968855)	(30, 0.8765046618145291)	(35, 2.572020831184093)	(40, 4.1807796665711185)	(45, 6.674731747993933)	(50, 8.509093920596907)	(55, 10.977105187912944)	(60, 12.911264710176459)	(65, 15.452282930858644)	(70, 17.40316637139521)	(75, 19.934343003458658)	(80, 21.88290615650803)	(85, 24.415703420139454)	(90, 26.368286025051255)	(95, 28.790059317257192)	(100, 30.693451827440576)	(105, 33.00088135227783)	(110, 34.87918263054205)	(115, 37.04354322891921)	(120, 38.88271732080331)	(125, 40.88936619383967)	(130, 42.682523630343226)	(135, 44.55128674219857)	(140, 45.7033987214145)
IDDLNTM41.B_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0002498771140050054)	(4, 0.0004640574974378672)	(5, 0.0011244470130225242)	(6, 0.0012850823005971705)	(7, 0.001820533259179325)	(8, 0.0021418038343286178)	(9, 0.0024630744094779103)	(10, 0.008092448820704961)	(15, 0.013457667425698146)	(20, 0.017359320077233446)	(25, 0.02130737847851253)	(30, 0.025416072167366265)	(35, 0.02963542572099364)	(40, 0.04359998672081623)	(45, 0.06175534388980848)	(50, 0.06700633295697081)	(55, 0.0720003055640137)	(60, 0.07798307760790499)	(65, 0.08389088651759474)	(70, 0.0912872490921429)	(75, 0.36319638520627534)	(80, 1.3696335766303502)	(85, 2.8659834074456954)	(90, 4.753290970833272)	(95, 6.8578167094254)	(100, 9.024390505098028)	(105, 11.262336343876601)	(110, 13.566285437483065)	(115, 15.854752859040394)	(120, 18.16700501217794)	(125, 20.490387405907878)	(130, 22.70519462392959)	(135, 25.049506010793976)	(140, 26.162954861127226)
IDDLNTM41.B_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 3.5696730572143626e-05)	(10, 0.00043906978603736665)	(15, 0.0007460616689578018)	(20, 0.002480922774763982)	(25, 0.1010538745766814)	(30, 0.904244591142142)	(35, 2.653416516234695)	(40, 4.3093093146691785)	(45, 6.866276834570998)	(50, 8.738666734252476)	(55, 11.253740571154827)	(60, 13.206548065469232)	(65, 15.77341071908565)	(70, 17.742003307659054)	(75, 20.27883430184513)	(80, 22.20550821970766)	(85, 24.710529857280903)	(90, 26.65012956128361)	(95, 29.081198282130536)	(100, 30.987917727603246)	(105, 33.29472612932854)	(110, 35.14720082302382)	(115, 37.2869306773062)	(120, 39.089501341661624)	(125, 41.06680750216769)	(130, 42.82271896999225)	(135, 44.64849607889263)	(140, 45.758835743993046)
IDDLNTM41.B_R2 - polyg	(1, 0.24769961344010463)	(2, 0.2514656185154658)	(3, 0.2541785700389487)	(4, 0.2568915215624316)	(5, 0.26185336711195956)	(6, 0.26463771209658676)	(7, 0.2672078766977811)	(8, 0.269171196879249)	(9, 0.2719198451333041)	(10, 0.2791591420933348)	(15, 0.2866411768212561)	(20, 0.2925239980195454)	(25, 0.29693254424520515)	(30, 0.30048793861019063)	(35, 0.3040861690518627)	(40, 0.30772009622410695)	(45, 0.3109613593600576)	(50, 0.31405983557371964)	(55, 0.31710119701846623)	(60, 0.31984270592640696)	(65, 0.32246998529651666)	(70, 0.3248866539562508)	(75, 0.32762102351807704)	(80, 0.3304803316369057)	(85, 0.33312545937230154)	(90, 0.33548144359006304)	(95, 0.3388048092063296)	(100, 0.3674728535288182)	(105, 0.9082926003890229)	(110, 2.4195815129488105)	(115, 4.097863300798144)	(120, 6.526515352985335)	(125, 8.644213185158586)	(130, 11.117828839174448)	(135, 13.304042976007873)	(140, 14.69425571781306)
IDDLNTM41.C_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 1.9618179225015218e-05)	(6, 1.9618179225015218e-05)	(7, 1.9618179225015218e-05)	(8, 1.9618179225015218e-05)	(9, 1.9618179225015218e-05)	(10, 0.0002942726883752283)	(15, 0.0005610799258354353)	(20, 0.0023424105994668174)	(25, 0.0948735147321736)	(30, 0.846693149900742)	(35, 2.4676962156336093)	(40, 4.024449744404552)	(45, 6.410495098103648)	(50, 8.181290809491196)	(55, 10.546968569518882)	(60, 12.40044705906818)	(65, 14.78500535478202)	(70, 16.59818810420314)	(75, 18.88254458770729)	(80, 20.62889212414462)	(85, 22.921990468311442)	(90, 24.740474049759158)	(95, 27.07546897747892)	(100, 28.951429900420084)	(105, 31.23898414713791)	(110, 33.11062122337789)	(115, 35.25754451413911)	(120, 37.07850390980503)	(125, 39.07312342797078)	(130, 40.863360754970316)	(135, 42.738109274435374)	(140, 43.897147379413425)
IDDLNTM41.C_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0002942726883752283)	(4, 0.0004904544806253805)	(5, 0.0011182362158258675)	(6, 0.00135365436652605)	(7, 0.0016479270549012784)	(8, 0.0020010542809515523)	(9, 0.002334563327776811)	(10, 0.007533380822405844)	(15, 0.012151500211974427)	(20, 0.015765168825222227)	(25, 0.01957894286656519)	(30, 0.023439800538048183)	(35, 0.027241803671856128)	(40, 0.041700401760692354)	(45, 0.061565770043942744)	(50, 0.06658802392554666)	(55, 0.07121791422265025)	(60, 0.0767070807698095)	(65, 0.08266315998252412)	(70, 0.08942358454346437)	(75, 0.35115756085608246)	(80, 1.320107280051274)	(85, 2.770722535579039)	(90, 4.592215545719872)	(95, 6.625808538734036)	(100, 8.715485982516672)	(105, 10.878543263872555)	(110, 13.066919767336241)	(115, 15.220474002675527)	(120, 17.34054000607771)	(125, 19.4403443539763)	(130, 21.42628871328875)	(135, 23.569280520933283)	(140, 24.594153821827305)
IDDLNTM41.C_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 1.9618179225015218e-05)	(6, 1.9618179225015218e-05)	(7, 1.9618179225015218e-05)	(8, 1.9618179225015218e-05)	(9, 1.9618179225015218e-05)	(10, 0.0003178145034452465)	(15, 0.0006081635559754717)	(20, 0.0024601196748169083)	(25, 0.09738856530882053)	(30, 0.872655848287127)	(35, 2.5430457184010478)	(40, 4.141075896261422)	(45, 6.577532123297118)	(50, 8.377209718139733)	(55, 10.777109430007537)	(60, 12.639004118444365)	(65, 15.0368753105803)	(70, 16.856535982781516)	(75, 19.135140416136895)	(80, 20.85695738127127)	(85, 23.11547672273608)	(90, 24.915401506636925)	(95, 27.243118089864208)	(100, 29.11049409757651)	(105, 31.377888703322714)	(110, 33.21231794084452)	(115, 35.317737011637305)	(120, 37.08980790467448)	(125, 39.03742226541709)	(130, 40.774470784901766)	(135, 42.5928248863666)	(140, 43.6969046240637)
IDDLNTM41.C_R2 - polyg	(1, 0.2200571163669957)	(2, 0.22349029773137338)	(3, 0.225609061087675)	(4, 0.22768858808552664)	(5, 0.2321615329488301)	(6, 0.23426067812590673)	(7, 0.23639905966143338)	(8, 0.23857667755541007)	(9, 0.24059735001558663)	(10, 0.24670645102625638)	(15, 0.25303919928009133)	(20, 0.25698637694016435)	(25, 0.26085900551918234)	(30, 0.2644530559532052)	(35, 0.2677175209762477)	(40, 0.2707387205769)	(45, 0.2735990511079072)	(50, 0.2766006325293346)	(55, 0.2793118648982317)	(60, 0.282325217227194)	(65, 0.28525224956756634)	(70, 0.2880027182949134)	(75, 0.29076103429395056)	(80, 0.29314268125186743)	(85, 0.29592453906597455)	(90, 0.2985494514462816)	(95, 0.3021709673312194)	(100, 0.32861627292653994)	(105, 0.8493298331885839)	(110, 2.2852903088352634)	(115, 3.9088712033182973)	(120, 6.220383170505715)	(125, 8.24830650972385)	(130, 10.612885651714931)	(135, 12.697093547129636)	(140, 14.010067657214693)
IDDLNTM42_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 1.7064866801035426e-05)	(7, 1.7064866801035426e-05)	(8, 1.7064866801035426e-05)	(9, 1.7064866801035426e-05)	(10, 0.00047099032370857775)	(15, 0.0006450519650791391)	(20, 0.002559730020155314)	(25, 0.09683629314915565)	(30, 0.8794515624848016)	(35, 2.607852944534234)	(40, 4.2523839192299375)	(45, 6.802233381507453)	(50, 8.66172365734908)	(55, 11.177320518983555)	(60, 13.118964476578729)	(65, 15.674325890832975)	(70, 17.612369161533127)	(75, 20.13657695495541)	(80, 22.056016107869073)	(85, 24.582626634536936)	(90, 26.516321777176188)	(95, 28.979812774520376)	(100, 30.941098393803543)	(105, 33.32251762075484)	(110, 35.27807627073957)	(115, 37.50571374402666)	(120, 39.40800270580528)	(125, 41.464172397475565)	(130, 43.32588451897468)	(135, 45.24252844670634)	(140, 46.44959473501078)
IDDLNTM42_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0003071676024186377)	(4, 0.0005802054712352046)	(5, 0.0009726974076590194)	(6, 0.0013651893440828342)	(7, 0.0017235515469045783)	(8, 0.002064848882925287)	(9, 0.0023720164853439246)	(10, 0.008221852824738871)	(15, 0.012740629553653049)	(20, 0.014573396248084255)	(25, 0.01590104288520481)	(30, 0.01722186357560495)	(35, 0.01858022697296737)	(40, 0.027143377133726953)	(45, 0.03845738382281344)	(50, 0.04047445107869583)	(55, 0.04345738979551682)	(60, 0.051515419898965756)	(65, 0.0596314705495382)	(70, 0.06500007764514394)	(75, 0.19334494085573142)	(80, 0.7343694779157586)	(85, 1.6488654508631666)	(90, 2.914846485311501)	(95, 4.572223891735024)	(100, 6.518048741696449)	(105, 8.697938717674235)	(110, 10.940494297518786)	(115, 13.173995259038705)	(120, 15.3803869731585)	(125, 17.575788913058425)	(130, 19.703105447395586)	(135, 21.932476711149654)	(140, 23.083781840695032)
IDDLNTM42_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 1.7064866801035426e-05)	(7, 1.7064866801035426e-05)	(8, 1.7064866801035426e-05)	(9, 3.412973360207085e-05)	(10, 0.0004232086966656786)	(15, 0.0005938573646760328)	(20, 0.0025836208336767635)	(25, 0.09894892365912382)	(30, 0.9056597849178318)	(35, 2.6896038954312744)	(40, 4.378889189799374)	(45, 6.9843155102745005)	(50, 8.8737068457249)	(55, 11.42463139461088)	(60, 13.375094475368826)	(65, 15.945472972407988)	(70, 17.893642535067876)	(75, 20.41337250744156)	(80, 22.301081247025383)	(85, 24.78588967597743)	(90, 26.697496055029415)	(95, 29.15270035305503)	(100, 31.10458323073082)	(105, 33.473268654075184)	(110, 35.39222657774506)	(115, 37.58058072765616)	(120, 39.43031331266095)	(125, 41.44329523943118)	(130, 43.2543178805845)	(135, 45.11271941792421)	(140, 46.26442386535274)
IDDLNTM42_R2 - polyg	(1, 0.2407852705626099)	(2, 0.2436862979187859)	(3, 0.24561462786730293)	(4, 0.2482084876210603)	(5, 0.25102419064323117)	(6, 0.25286719625774295)	(7, 0.2545907478046475)	(8, 0.2562801696179501)	(9, 0.2578842670972474)	(10, 0.26200372594301735)	(15, 0.2658262561064493)	(20, 0.26822898935203504)	(25, 0.26963854734980064)	(30, 0.27095936804020077)	(35, 0.2723109054908427)	(40, 0.27362148726116226)	(45, 0.27488087443107867)	(50, 0.2760276334801083)	(55, 0.2771641536090573)	(60, 0.278413301858893)	(65, 0.279781904176336)	(70, 0.2810856599999351)	(75, 0.2822085282354433)	(80, 0.2830344677886134)	(85, 0.28417098791756235)	(90, 0.28545426590100026)	(95, 0.2874576812634418)	(100, 0.31344406042805856)	(105, 0.8453661975364135)	(110, 2.3810711036685537)	(115, 4.091506593949856)	(120, 6.560785994112962)	(125, 8.694928475170533)	(130, 11.193160128348277)	(135, 13.376671269061243)	(140, 14.757952782537453)
IDDLNTM43_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00022444183619874087)	(15, 0.00037273376368719463)	(20, 0.00193981872714626)	(25, 0.0825104300325621)	(30, 0.7145787196675375)	(35, 2.0650853269746823)	(40, 3.399099467211152)	(45, 5.393738112848954)	(50, 6.920427553682179)	(55, 8.93243639428579)	(60, 10.565591423275862)	(65, 12.658655829866676)	(70, 14.323068392437353)	(75, 16.449983437394856)	(80, 18.13752152487387)	(85, 20.29864791829195)	(90, 22.0231868456243)	(95, 24.188092679248367)	(100, 25.935163963779093)	(105, 28.07312475338952)	(110, 29.862407134685338)	(115, 31.949876526930915)	(120, 33.77789917231061)	(125, 35.84677195527115)	(130, 37.753144840933864)	(135, 39.78778222809423)	(140, 41.06173412980794)
IDDLNTM43_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00022043394626662048)	(4, 0.00048094679185444464)	(5, 0.0009017752347270837)	(6, 0.0011222091809937043)	(7, 0.001583116523187547)	(8, 0.0019237871674177786)	(9, 0.0020841027647025934)	(10, 0.006340481872614429)	(15, 0.00956683326797133)	(20, 0.012011646126564756)	(25, 0.014063685771810386)	(30, 0.016344175143186875)	(35, 0.018676767083680934)	(40, 0.03340175469429118)	(45, 0.05449127151710857)	(50, 0.05766151245341579)	(55, 0.061517102568115586)	(60, 0.06653097287319817)	(65, 0.07198971896074612)	(70, 0.07879912395541863)	(75, 0.2835341653579236)	(80, 1.0210420233271218)	(85, 2.161030204059712)	(90, 3.607329388634466)	(95, 5.251806706682776)	(100, 6.994413201829121)	(105, 8.825974814018878)	(110, 10.74111295496314)	(115, 12.63293720017226)	(120, 14.567693962334252)	(125, 16.50038265329127)	(130, 18.38319315404305)	(135, 20.363667916660738)	(140, 21.35554051706189)
IDDLNTM43_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0002725365153841853)	(15, 0.00043686000260112056)	(20, 0.0020279923056529085)	(25, 0.08453842233821501)	(30, 0.7365058854861681)	(35, 2.128293759094153)	(40, 3.4993688575329394)	(45, 5.539809669315013)	(50, 7.096061306287558)	(55, 9.136137400085808)	(60, 10.779909329506065)	(65, 12.890392025741875)	(70, 14.564768202683803)	(75, 16.683679491446863)	(80, 18.343250522979538)	(85, 20.465768912681504)	(90, 22.169126141722593)	(95, 24.325218625385933)	(100, 26.06172911994552)	(105, 28.18687668544296)	(110, 29.944140034071076)	(115, 31.994768902060592)	(120, 33.77281716787668)	(125, 35.79555512982858)	(130, 37.64328457000452)	(135, 39.61143907897086)	(140, 40.82368550728965)
IDDLNTM43_R2 - polyg	(1, 0.16987441477292198)	(2, 0.1733412395642061)	(3, 0.17514479003366026)	(4, 0.1766477487582054)	(5, 0.17923283776442303)	(6, 0.18053540199236218)	(7, 0.1819381634686043)	(8, 0.1830403331999374)	(9, 0.18444309467617953)	(10, 0.18823856644189751)	(15, 0.19255506389879112)	(20, 0.19534455529154693)	(25, 0.1974406817260459)	(30, 0.19936446889346365)	(35, 0.20090349862739793)	(40, 0.20269101753712357)	(45, 0.20457472580522013)	(50, 0.20663478123033002)	(55, 0.2085505526178836)	(60, 0.21021382693971352)	(65, 0.2115885331864308)	(70, 0.21311553925056867)	(75, 0.21459845852545323)	(80, 0.2160493146808808)	(85, 0.21770858111277863)	(90, 0.21928768974603402)	(95, 0.22167639214557783)	(100, 0.24983582680865551)	(105, 0.712198033047858)	(110, 1.9307288327802112)	(115, 3.316853557914109)	(120, 5.280707600983296)	(125, 7.002881873255691)	(130, 9.031507425517875)	(135, 10.840737075005856)	(140, 12.020583721113384)
IDDLNTM44_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 2.1825088069686633e-05)	(5, 2.1825088069686633e-05)	(6, 2.1825088069686633e-05)	(7, 2.1825088069686633e-05)	(8, 2.1825088069686633e-05)	(9, 4.3650176139373266e-05)	(10, 0.0001353155460320571)	(15, 0.00022698091592474097)	(20, 0.001593231429087124)	(25, 0.07524853864666556)	(30, 0.6630680006451496)	(35, 1.93019332881263)	(40, 3.18119864693184)	(45, 5.110156675759726)	(50, 6.566374566962972)	(55, 8.524717894367882)	(60, 10.114933096283776)	(65, 12.182139962980283)	(70, 13.837162581410306)	(75, 15.978247371222704)	(80, 17.67393012872655)	(85, 19.863222173067275)	(90, 21.59328380929849)	(95, 23.761990430571885)	(100, 25.494876233199317)	(105, 27.629492066907865)	(110, 29.396499212223443)	(115, 31.460427950691887)	(120, 33.275450289760784)	(125, 35.29253802421407)	(130, 37.14789312603574)	(135, 39.12651196025739)	(140, 40.3657404608542)
IDDLNTM44_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00017460070455749307)	(4, 0.00048015193753310595)	(5, 0.0009821289631358986)	(6, 0.0011785547557630783)	(7, 0.0015714063410174376)	(8, 0.0018333073978536773)	(9, 0.001964257926271797)	(10, 0.005395161770826536)	(15, 0.008590354664228658)	(20, 0.011615311870687225)	(25, 0.014291067668030807)	(30, 0.017150154205159758)	(35, 0.020017970777516582)	(40, 0.03503799638707492)	(45, 0.05486390638957826)	(50, 0.05819441482901244)	(55, 0.06188721973040342)	(60, 0.06801570446037142)	(65, 0.07424458459545999)	(70, 0.08008497816290813)	(75, 0.25554559119034687)	(80, 0.9171731360228972)	(85, 1.9427078343117885)	(90, 3.2821745993950513)	(95, 4.831991563293956)	(100, 6.464796242069037)	(105, 8.197341573322584)	(110, 9.99897203835192)	(115, 11.815648719096496)	(120, 13.680179087942662)	(125, 15.570978132789511)	(130, 17.425722132145232)	(135, 19.37952584123165)	(140, 20.353182305178898)
IDDLNTM44_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 2.1825088069686633e-05)	(5, 2.1825088069686633e-05)	(6, 2.1825088069686633e-05)	(7, 2.1825088069686633e-05)	(8, 2.1825088069686633e-05)	(9, 4.3650176139373266e-05)	(10, 0.0001353155460320571)	(15, 0.00022261589831080365)	(20, 0.0015670413234035)	(25, 0.07643145842004259)	(30, 0.6784503227166647)	(35, 1.9808711833104424)	(40, 3.2614756858697618)	(45, 5.2261482888148825)	(50, 6.705465853231084)	(55, 8.69044015309863)	(60, 10.286290592754115)	(65, 12.365025470969034)	(70, 14.025294840571007)	(75, 16.15697738244298)	(80, 17.82199589120892)	(85, 19.968065531136435)	(90, 21.672290628110755)	(95, 23.82714268347751)	(100, 25.549159592246248)	(105, 27.662216603959553)	(110, 29.390458027845757)	(115, 31.410247708202064)	(120, 33.17088629281891)	(125, 35.1357073063629)	(130, 36.930139857346866)	(135, 38.838839839428466)	(140, 40.01461844398908)
IDDLNTM44_R2 - polyg	(1, 0.16632899617908184)	(2, 0.16905713218779267)	(3, 0.17027933711969512)	(4, 0.17169796784422475)	(5, 0.17481895543818993)	(6, 0.176346711603068)	(7, 0.1775034412707614)	(8, 0.1787911214668729)	(9, 0.17968595007773006)	(10, 0.18293352318249945)	(15, 0.18663942313673218)	(20, 0.1898869962415016)	(25, 0.19319131457525213)	(30, 0.195779770020317)	(35, 0.19804521416195048)	(40, 0.20005312226436162)	(45, 0.20196936499688012)	(50, 0.2041169536629373)	(55, 0.2062296221880829)	(60, 0.2083772108541401)	(65, 0.2104200390974628)	(70, 0.21219660126633527)	(75, 0.21397316343520772)	(80, 0.2155183796705416)	(85, 0.21710724608201476)	(90, 0.21860444712359522)	(95, 0.22069965557828514)	(100, 0.23999739844950208)	(105, 0.6408326009197529)	(110, 1.7536152712760233)	(115, 3.042517672319437)	(120, 4.89956640097532)	(125, 6.562934933083189)	(130, 8.507890751466155)	(135, 10.275910580868171)	(140, 11.406445777860325)
