Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
IDDLNTM90_R1	(16.0, 65.0)	(17.0, 326.0)	(18.0, 1101.0)	(19.0, 2413.0)	(20.0, 4450.0)	(21.0, 6863.0)	(22.0, 8943.0)	(23.0, 10978.0)	(24.0, 13723.0)	(25.0, 16753.0)	(26.0, 20219.0)	(27.0, 24175.0)	(28.0, 30221.0)	(29.0, 37576.0)	(30.0, 48733.0)	(31.0, 65295.0)	(32.0, 100931.0)	(33.0, 155930.0)	(34.0, 219193.0)	(35.0, 253133.0)	(36.0, 273317.0)	(37.0, 288340.0)	(38.0, 497992.0)	(39.0, 2498514.0)	(40.0, 298188.0)						
IDDLNTM90_R2	(12.0, 3.0)	(13.0, 12.0)	(14.0, 47.0)	(15.0, 337.0)	(16.0, 2383.0)	(17.0, 5845.0)	(18.0, 8367.0)	(19.0, 9461.0)	(20.0, 10430.0)	(21.0, 11624.0)	(22.0, 13588.0)	(23.0, 15071.0)	(24.0, 17907.0)	(25.0, 20626.0)	(26.0, 24497.0)	(27.0, 27814.0)	(28.0, 33561.0)	(29.0, 40913.0)	(30.0, 48488.0)	(31.0, 51946.0)	(32.0, 65523.0)	(33.0, 80871.0)	(34.0, 102958.0)	(35.0, 133951.0)	(36.0, 195943.0)	(37.0, 322121.0)	(38.0, 874532.0)	(39.0, 2660593.0)	(40.0, 97960.0)		
IDDLNTM91_R1	(15.0, 5.0)	(16.0, 89.0)	(17.0, 463.0)	(18.0, 1342.0)	(19.0, 2681.0)	(20.0, 4850.0)	(21.0, 7013.0)	(22.0, 9098.0)	(23.0, 11161.0)	(24.0, 14216.0)	(25.0, 17225.0)	(26.0, 20708.0)	(27.0, 24646.0)	(28.0, 30789.0)	(29.0, 37829.0)	(30.0, 47732.0)	(31.0, 59556.0)	(32.0, 83268.0)	(33.0, 120945.0)	(34.0, 179478.0)	(35.0, 249811.0)	(36.0, 361332.0)	(37.0, 421531.0)	(38.0, 556839.0)	(39.0, 2399340.0)	(40.0, 258127.0)					
IDDLNTM91_R2	(12.0, 6.0)	(13.0, 26.0)	(14.0, 53.0)	(15.0, 479.0)	(16.0, 3037.0)	(17.0, 8237.0)	(18.0, 11873.0)	(19.0, 12530.0)	(20.0, 14029.0)	(21.0, 15138.0)	(22.0, 17233.0)	(23.0, 18912.0)	(24.0, 22602.0)	(25.0, 26035.0)	(26.0, 30300.0)	(27.0, 34206.0)	(28.0, 41142.0)	(29.0, 48853.0)	(30.0, 56852.0)	(31.0, 61438.0)	(32.0, 75449.0)	(33.0, 92484.0)	(34.0, 117021.0)	(35.0, 150537.0)	(36.0, 216639.0)	(37.0, 356538.0)	(38.0, 939823.0)	(39.0, 2469319.0)	(40.0, 79283.0)		
IDDLNTM94_R1	(15.0, 1.0)	(16.0, 69.0)	(17.0, 343.0)	(18.0, 1042.0)	(19.0, 2523.0)	(20.0, 5130.0)	(21.0, 7435.0)	(22.0, 9849.0)	(23.0, 11706.0)	(24.0, 14552.0)	(25.0, 17289.0)	(26.0, 20520.0)	(27.0, 24314.0)	(28.0, 30533.0)	(29.0, 37734.0)	(30.0, 47605.0)	(31.0, 62581.0)	(32.0, 93221.0)	(33.0, 140736.0)	(34.0, 204908.0)	(35.0, 256636.0)	(36.0, 309654.0)	(37.0, 317792.0)	(38.0, 512991.0)	(39.0, 2304959.0)	(40.0, 236848.0)					
IDDLNTM94_R2	(11.0, 1.0)	(12.0, 2.0)	(13.0, 13.0)	(14.0, 44.0)	(15.0, 341.0)	(16.0, 2497.0)	(17.0, 6485.0)	(18.0, 9432.0)	(19.0, 10401.0)	(20.0, 11564.0)	(21.0, 12698.0)	(22.0, 14516.0)	(23.0, 15919.0)	(24.0, 19099.0)	(25.0, 21873.0)	(26.0, 25255.0)	(27.0, 28779.0)	(28.0, 34391.0)	(29.0, 41933.0)	(30.0, 48644.0)	(31.0, 53250.0)	(32.0, 65040.0)	(33.0, 80440.0)	(34.0, 103447.0)	(35.0, 133995.0)	(36.0, 196610.0)	(37.0, 326270.0)	(38.0, 884936.0)	(39.0, 2438619.0)	(40.0, 84477.0)	
IDDLNTM96_R1	(15.0, 1.0)	(16.0, 60.0)	(17.0, 265.0)	(18.0, 739.0)	(19.0, 1558.0)	(20.0, 2982.0)	(21.0, 4358.0)	(22.0, 5987.0)	(23.0, 7262.0)	(24.0, 9412.0)	(25.0, 11924.0)	(26.0, 14810.0)	(27.0, 18135.0)	(28.0, 23006.0)	(29.0, 29433.0)	(30.0, 39277.0)	(31.0, 55146.0)	(32.0, 89639.0)	(33.0, 140068.0)	(34.0, 198340.0)	(35.0, 233786.0)	(36.0, 259414.0)	(37.0, 258545.0)	(38.0, 435128.0)	(39.0, 2150490.0)	(40.0, 241226.0)					
IDDLNTM96_R2	(12.0, 3.0)	(13.0, 20.0)	(14.0, 47.0)	(15.0, 370.0)	(16.0, 2573.0)	(17.0, 6279.0)	(18.0, 8379.0)	(19.0, 8740.0)	(20.0, 9483.0)	(21.0, 10571.0)	(22.0, 12169.0)	(23.0, 13384.0)	(24.0, 16159.0)	(25.0, 19232.0)	(26.0, 23088.0)	(27.0, 27673.0)	(28.0, 35023.0)	(29.0, 44830.0)	(30.0, 58896.0)	(31.0, 77530.0)	(32.0, 127916.0)	(33.0, 200388.0)	(34.0, 243676.0)	(35.0, 227786.0)	(36.0, 241697.0)	(37.0, 312226.0)	(38.0, 633029.0)	(39.0, 1803514.0)	(40.0, 66310.0)		
IDDLNTM97_R1	(15.0, 1.0)	(16.0, 42.0)	(17.0, 227.0)	(18.0, 584.0)	(19.0, 1241.0)	(20.0, 2372.0)	(21.0, 3788.0)	(22.0, 5211.0)	(23.0, 6386.0)	(24.0, 8372.0)	(25.0, 10264.0)	(26.0, 12603.0)	(27.0, 15351.0)	(28.0, 18995.0)	(29.0, 23518.0)	(30.0, 29601.0)	(31.0, 37003.0)	(32.0, 51426.0)	(33.0, 74003.0)	(34.0, 105915.0)	(35.0, 141731.0)	(36.0, 227294.0)	(37.0, 323406.0)	(38.0, 431801.0)	(39.0, 1890794.0)	(40.0, 206537.0)					
IDDLNTM97_R2	(12.0, 3.0)	(13.0, 13.0)	(14.0, 28.0)	(15.0, 297.0)	(16.0, 1962.0)	(17.0, 4435.0)	(18.0, 5782.0)	(19.0, 6146.0)	(20.0, 6683.0)	(21.0, 7540.0)	(22.0, 8710.0)	(23.0, 9610.0)	(24.0, 11545.0)	(25.0, 13608.0)	(26.0, 16082.0)	(27.0, 18645.0)	(28.0, 22733.0)	(29.0, 27440.0)	(30.0, 32615.0)	(31.0, 35323.0)	(32.0, 44766.0)	(33.0, 56395.0)	(34.0, 73077.0)	(35.0, 96635.0)	(36.0, 145300.0)	(37.0, 257537.0)	(38.0, 767884.0)	(39.0, 1896960.0)	(40.0, 60712.0)		
IDDLNTM99_R1	(15.0, 2.0)	(16.0, 64.0)	(17.0, 349.0)	(18.0, 979.0)	(19.0, 2103.0)	(20.0, 4085.0)	(21.0, 6040.0)	(22.0, 8032.0)	(23.0, 9644.0)	(24.0, 12263.0)	(25.0, 15132.0)	(26.0, 18759.0)	(27.0, 22266.0)	(28.0, 28443.0)	(29.0, 35988.0)	(30.0, 46520.0)	(31.0, 63502.0)	(32.0, 100390.0)	(33.0, 152601.0)	(34.0, 208459.0)	(35.0, 234748.0)	(36.0, 254701.0)	(37.0, 273913.0)	(38.0, 512607.0)	(39.0, 2414725.0)	(40.0, 247417.0)					
IDDLNTM99_R2	(12.0, 3.0)	(13.0, 9.0)	(14.0, 38.0)	(15.0, 326.0)	(16.0, 2028.0)	(17.0, 5121.0)	(18.0, 7294.0)	(19.0, 8050.0)	(20.0, 9006.0)	(21.0, 10220.0)	(22.0, 11784.0)	(23.0, 13292.0)	(24.0, 15886.0)	(25.0, 18536.0)	(26.0, 22038.0)	(27.0, 25491.0)	(28.0, 30989.0)	(29.0, 38278.0)	(30.0, 45355.0)	(31.0, 49153.0)	(32.0, 61959.0)	(33.0, 76770.0)	(34.0, 100104.0)	(35.0, 130601.0)	(36.0, 193862.0)	(37.0, 325470.0)	(38.0, 893969.0)	(39.0, 2497698.0)	(40.0, 80402.0)		
